Date,FlowCFS
8/1/56,23
8/2/56,5.3
8/3/56,4.5
8/4/56,4.2
8/5/56,4
8/6/56,4.3
8/7/56,4.5
8/8/56,4.6
8/9/56,5.7
8/10/56,3.6
8/11/56,3.4
8/12/56,3
8/13/56,25
8/14/56,3.8
8/15/56,3.5
8/16/56,3
8/17/56,3.5
8/18/56,3.1
8/19/56,2.9
8/20/56,2.7
8/21/56,2.6
8/22/56,2.5
8/23/56,2.4
8/24/56,2.3
8/25/56,2.2
8/26/56,2.5
8/27/56,2.8
8/28/56,2.8
8/29/56,3.2
8/30/56,8.3
8/31/56,2.7
9/1/56,12
9/2/56,0.9
9/3/56,1
9/4/56,1.4
9/5/56,1.5
9/6/56,1
9/7/56,1
9/8/56,0.9
9/9/56,0.8
9/10/56,1
9/11/56,1.1
9/12/56,1.4
9/13/56,1.4
9/14/56,3.2
9/15/56,12
9/16/56,1
9/17/56,1.3
9/18/56,1.1
9/19/56,1.2
9/20/56,1
9/21/56,1.1
9/22/56,1.1
9/23/56,0.8
9/24/56,1.2
9/25/56,1.2
9/26/56,1.2
9/27/56,1.2
9/28/56,1.2
9/29/56,1.2
9/30/56,0.8
10/1/56,1.2
10/2/56,1.3
10/3/56,1.2
10/4/56,1
10/5/56,1.2
10/6/56,1.1
10/7/56,1
10/8/56,1.1
10/9/56,1.1
10/10/56,1.3
10/11/56,1.3
10/12/56,1.4
10/13/56,1.6
10/14/56,1
10/15/56,1.3
10/16/56,1.5
10/17/56,1.3
10/18/56,1.5
10/19/56,1.5
10/20/56,1.4
10/21/56,1.1
10/22/56,1.3
10/23/56,1.3
10/24/56,1.2
10/25/56,1.3
10/26/56,4.8
10/27/56,1
10/28/56,0.8
10/29/56,1.1
10/30/56,1.3
10/31/56,1.3
11/1/56,1.4
11/2/56,1.5
11/3/56,1.2
11/4/56,1.1
11/5/56,1.2
11/6/56,4.9
11/7/56,1.4
11/8/56,1.4
11/9/56,1.1
11/10/56,0.9
11/11/56,1
11/12/56,1.1
11/13/56,1.3
11/14/56,1.4
11/15/56,8.9
11/16/56,1.3
11/17/56,1.2
11/18/56,1
11/19/56,1.1
11/20/56,13
11/21/56,1.6
11/22/56,1
11/23/56,1
11/24/56,1
11/25/56,0.9
11/26/56,1.3
11/27/56,1.1
11/28/56,1.3
11/29/56,1.3
11/30/56,1.3
12/1/56,1.1
12/2/56,1
12/3/56,1.3
12/4/56,1.3
12/5/56,1.1
12/6/56,5.2
12/7/56,6.9
12/8/56,13
12/9/56,2.7
12/10/56,2.1
12/11/56,3.2
12/12/56,1.7
12/13/56,1.4
12/14/56,1.4
12/15/56,1.8
12/16/56,1.1
12/17/56,1.3
12/18/56,1.3
12/19/56,1.4
12/20/56,4.9
12/21/56,1.7
12/22/56,1.5
12/23/56,3.4
12/24/56,1.5
12/25/56,1.4
12/26/56,1.5
12/27/56,1.5
12/28/56,5.2
12/29/56,1.5
12/30/56,1.5
12/31/56,1.6
1/1/57,1.2
1/2/57,1.2
1/3/57,1.4
1/4/57,1.5
1/5/57,1.2
1/6/57,1.3
1/7/57,1.3
1/8/57,4.4
1/9/57,5.5
1/10/57,1.6
1/11/57,1.4
1/12/57,1.3
1/13/57,1.1
1/14/57,1.2
1/15/57,1.2
1/16/57,1.2
1/17/57,1.2
1/18/57,1.1
1/19/57,1.4
1/20/57,1.4
1/21/57,5
1/22/57,11
1/23/57,2.1
1/24/57,1.7
1/25/57,1.5
1/26/57,1.4
1/27/57,1.3
1/28/57,1.3
1/29/57,1.7
1/30/57,1.3
1/31/57,1.4
2/1/57,1.9
2/2/57,2.3
2/3/57,1.6
2/4/57,1.5
2/5/57,1.4
2/6/57,1.5
2/7/57,1.5
2/8/57,3
2/9/57,9.1
2/10/57,4
2/11/57,2.7
2/12/57,2.2
2/13/57,2.2
2/14/57,1.9
2/15/57,1.8
2/16/57,1.6
2/17/57,1.5
2/18/57,3.2
2/19/57,1.6
2/20/57,1.5
2/21/57,1.6
2/22/57,1.5
2/23/57,1.6
2/24/57,1.5
2/25/57,1.5
2/26/57,19
2/27/57,3.8
2/28/57,2.7
3/1/57,2.7
3/2/57,2.3
3/3/57,2
3/4/57,2.1
3/5/57,2.2
3/6/57,2.2
3/7/57,1.9
3/8/57,1.9
3/9/57,1.5
3/10/57,1.5
3/11/57,10
3/12/57,2.1
3/13/57,2.1
3/14/57,5.6
3/15/57,2.4
3/16/57,2.3
3/17/57,1.9
3/18/57,3
3/19/57,2.4
3/20/57,1.9
3/21/57,1.9
3/22/57,1.8
3/23/57,1.9
3/24/57,1.8
3/25/57,5.8
3/26/57,5.4
3/27/57,3
3/28/57,2.7
3/29/57,2.6
3/30/57,2.4
3/31/57,2
4/1/57,13
4/2/57,3.4
4/3/57,40
4/4/57,15
4/5/57,12
4/6/57,6.4
4/7/57,8.1
4/8/57,24
4/9/57,9.2
4/10/57,7
4/11/57,5.7
4/12/57,4.9
4/13/57,4.3
4/14/57,3.6
4/15/57,3.8
4/16/57,4.1
4/17/57,6.7
4/18/57,3.8
4/19/57,4.9
4/20/57,9.5
4/21/57,3.6
4/22/57,6.5
4/23/57,4
4/24/57,9.6
4/25/57,8.3
4/26/57,36
4/27/57,40
4/28/57,38
4/29/57,15
4/30/57,9.5
5/1/57,7.2
5/2/57,6.4
5/3/57,5.7
5/4/57,5.1
5/5/57,4.3
5/6/57,4.4
5/7/57,4.3
5/8/57,4.1
5/9/57,4.5
5/10/57,4.5
5/11/57,4.6
5/12/57,12
5/13/57,22
5/14/57,5.3
5/15/57,4.5
5/16/57,3.8
5/17/57,24
5/18/57,5.1
5/19/57,5.6
5/20/57,4.4
5/21/57,8.5
5/22/57,4.6
5/23/57,9.1
5/24/57,4.5
5/25/57,9.3
5/26/57,3.8
5/27/57,3.6
5/28/57,3.6
5/29/57,3.8
5/30/57,3.2
5/31/57,7.6
6/1/57,3.6
6/2/57,2.6
6/3/57,3.6
6/4/57,3.7
6/5/57,3.2
6/6/57,3.6
6/7/57,3.5
6/8/57,3
6/9/57,2.9
6/10/57,5.2
6/11/57,12
6/12/57,6.7
6/13/57,47
6/14/57,9.3
6/15/57,5.3
6/16/57,3.9
6/17/57,4.3
6/18/57,20
6/19/57,3.7
6/20/57,3.3
6/21/57,3.8
6/22/57,3.5
6/23/57,3.3
6/24/57,3.1
6/25/57,2.8
6/26/57,2.8
6/27/57,18
6/28/57,53
6/29/57,8.2
6/30/57,4.9
7/1/57,4.9
7/2/57,4.7
7/3/57,4.4
7/4/57,3.4
7/5/57,3.6
7/6/57,3.1
7/7/57,2.9
7/8/57,3
7/9/57,3
7/10/57,3
7/11/57,3
7/12/57,3.6
7/13/57,73
7/14/57,7.9
7/15/57,6.6
7/16/57,5.7
7/17/57,6
7/18/57,4.9
7/19/57,4.7
7/20/57,4.5
7/21/57,3.9
7/22/57,16
7/23/57,47
7/24/57,8.6
7/25/57,6.1
7/26/57,5.7
7/27/57,5.1
7/28/57,4.5
7/29/57,5.3
7/30/57,5.1
7/31/57,4.9
8/1/57,5.6
8/2/57,6.3
8/3/57,12
8/4/57,8.5
8/5/57,5.9
8/6/57,5.4
8/7/57,6
8/8/57,6.3
8/9/57,6.6
8/10/57,6.8
8/11/57,5.9
8/12/57,12
8/13/57,8.8
8/14/57,7.8
8/15/57,6.5
8/16/57,5.6
8/17/57,5
8/18/57,4.5
8/19/57,4.1
8/20/57,3.8
8/21/57,3.5
8/22/57,3.9
8/23/57,3.4
8/24/57,8.5
8/25/57,2.7
8/26/57,3.1
8/27/57,3.1
8/28/57,21
8/29/57,4.2
8/30/57,4.2
8/31/57,4.6
9/1/57,4.8
9/2/57,4.6
9/3/57,3.8
9/4/57,3.4
9/5/57,3.4
9/6/57,4.3
9/7/57,3.7
9/8/57,2.6
9/9/57,3.8
9/10/57,3.4
9/11/57,4
9/12/57,4.3
9/13/57,4.4
9/14/57,3.5
9/15/57,3.4
9/16/57,4.1
9/17/57,3.9
9/18/57,4
9/19/57,5.6
9/20/57,8.8
9/21/57,5.9
9/22/57,2.3
9/23/57,3
9/24/57,2.7
9/25/57,2.6
9/26/57,2.2
9/27/57,2.3
9/28/57,2
9/29/57,1.5
9/30/57,2.1
10/1/57,2.2
10/2/57,1.7
10/3/57,1.5
10/4/57,1.4
10/5/57,1.3
10/6/57,1
10/7/57,1.1
10/8/57,1
10/9/57,1.2
10/10/57,0.9
10/11/57,1
10/12/57,0.7
10/13/57,0.8
10/14/57,1.2
10/15/57,1.2
10/16/57,35
10/17/57,3.7
10/18/57,0.8
10/19/57,0.5
10/20/57,0.5
10/21/57,0.5
10/22/57,2.2
10/23/57,17
10/24/57,1.2
10/25/57,1
10/26/57,0.8
10/27/57,0.9
10/28/57,1.2
10/29/57,1.6
10/30/57,0.8
10/31/57,0.5
11/1/57,0.5
11/2/57,0.9
11/3/57,0.5
11/4/57,0.4
11/5/57,0.7
11/6/57,0.5
11/7/57,2.4
11/8/57,4.5
11/9/57,1.3
11/10/57,1.2
11/11/57,0.8
11/12/57,0.5
11/13/57,3.8
11/14/57,28
11/15/57,1.8
11/16/57,1.2
11/17/57,0.9
11/18/57,6.2
11/19/57,1.2
11/20/57,1
11/21/57,0.8
11/22/57,0.7
11/23/57,0.7
11/24/57,0.7
11/25/57,0.7
11/26/57,0.8
11/27/57,0.7
11/28/57,0.7
11/29/57,0.6
11/30/57,0.5
12/1/57,0.4
12/2/57,0.6
12/3/57,0.6
12/4/57,0.7
12/5/57,1.6
12/6/57,12
12/7/57,18
12/8/57,1.8
12/9/57,1.5
12/10/57,1.3
12/11/57,1.1
12/12/57,0.9
12/13/57,0.9
12/14/57,0.8
12/15/57,0.7
12/16/57,0.8
12/17/57,4.5
12/18/57,17
12/19/57,26
12/20/57,20
12/21/57,4.3
12/22/57,2.9
12/23/57,2.2
12/24/57,1.8
12/25/57,11
12/26/57,2.4
12/27/57,4.2
12/28/57,2.7
12/29/57,1.8
12/30/57,1.6
12/31/57,2
1/1/58,1.2
1/2/58,1.3
1/3/58,1.3
1/4/58,1.2
1/5/58,1.1
1/6/58,1.2
1/7/58,1
1/8/58,1.1
1/9/58,1
1/10/58,1
1/11/58,0.9
1/12/58,0.6
1/13/58,0.8
1/14/58,0.6
1/15/58,0.7
1/16/58,0.6
1/17/58,0.6
1/18/58,0.6
1/19/58,0.6
1/20/58,3
1/21/58,33
1/22/58,5.1
1/23/58,4.1
1/24/58,3.8
1/25/58,3.6
1/26/58,3.4
1/27/58,2.9
1/28/58,3.1
1/29/58,2.9
1/30/58,2.9
1/31/58,2.7
2/1/58,2.6
2/2/58,2.4
2/3/58,2.4
2/4/58,2.6
2/5/58,2.6
2/6/58,2.6
2/7/58,2.4
2/8/58,2.3
2/9/58,2.3
2/10/58,2.2
2/11/58,2.3
2/12/58,2.4
2/13/58,2.3
2/14/58,2.3
2/15/58,2.3
2/16/58,2.2
2/17/58,2
2/18/58,2.2
2/19/58,2.2
2/20/58,2.2
2/21/58,2
2/22/58,2.2
2/23/58,2
2/24/58,2
2/25/58,2
2/26/58,2.2
2/27/58,6.1
2/28/58,2.9
3/1/58,2.3
3/2/58,1.8
3/3/58,1.8
3/4/58,1.8
3/5/58,2.8
3/6/58,2.2
3/7/58,1.8
3/8/58,1.8
3/9/58,1.8
3/10/58,1.8
3/11/58,2.2
3/12/58,1.9
3/13/58,1.9
3/14/58,1.8
3/15/58,1.8
3/16/58,1.4
3/17/58,1.5
3/18/58,1.5
3/19/58,1.6
3/20/58,1.6
3/21/58,1.6
3/22/58,1.6
3/23/58,1.5
3/24/58,10
3/25/58,2.9
3/26/58,2.3
3/27/58,2.3
3/28/58,2.3
3/29/58,2
3/30/58,2
3/31/58,2
4/1/58,2
4/2/58,2.2
4/3/58,2.4
4/4/58,2.3
4/5/58,12
4/6/58,2.9
4/7/58,2.3
4/8/58,2.3
4/9/58,2.4
4/10/58,2.4
4/11/58,2.4
4/12/58,2.3
4/13/58,2.2
4/14/58,2.4
4/15/58,2.5
4/16/58,3.3
4/17/58,4.5
4/18/58,4.1
4/19/58,17
4/20/58,18
4/21/58,2.9
4/22/58,13
4/23/58,9.4
4/24/58,3.8
4/25/58,3.1
4/26/58,2.9
4/27/58,2.9
4/28/58,7.1
4/29/58,2.9
4/30/58,2.7
5/1/58,2.7
5/2/58,2.9
5/3/58,27
5/4/58,63
5/5/58,8.7
5/6/58,5.5
5/7/58,4.5
5/8/58,3.8
5/9/58,3.4
5/10/58,3.8
5/11/58,3.8
5/12/58,4.2
5/13/58,3.6
5/14/58,3.6
5/15/58,4.2
5/16/58,3.8
5/17/58,3.4
5/18/58,3.1
5/19/58,3.1
5/20/58,3.2
5/21/58,3.1
5/22/58,12
5/23/58,2.4
5/24/58,2.4
5/25/58,2.2
5/26/58,2.4
5/27/58,6
5/28/58,2.6
5/29/58,2.4
5/30/58,2.2
5/31/58,10
6/1/58,16
6/2/58,2.9
6/3/58,2.7
6/4/58,2.9
6/5/58,2.9
6/6/58,2.7
6/7/58,2.7
6/8/58,8.4
6/9/58,4.3
6/10/58,83
6/11/58,25
6/12/58,12
6/13/58,26
6/14/58,8.7
6/15/58,6.8
6/16/58,6.4
6/17/58,29
6/18/58,7.7
6/19/58,6
6/20/58,8
6/21/58,16
6/22/58,7.5
6/23/58,6
6/24/58,5.1
6/25/58,28
6/26/58,6.4
6/27/58,5.5
6/28/58,5.1
6/29/58,4.5
6/30/58,4.7
7/1/58,4.7
7/2/58,4.5
7/3/58,6.7
7/4/58,3.8
7/5/58,15
7/6/58,6.3
7/7/58,4.3
7/8/58,4.1
7/9/58,4.1
7/10/58,35
7/11/58,81
7/12/58,21
7/13/58,8.7
7/14/58,11
7/15/58,44
7/16/58,13
7/17/58,8.7
7/18/58,7.5
7/19/58,17
7/20/58,8.8
7/21/58,6.8
7/22/58,6.1
7/23/58,6.4
7/24/58,5.3
7/25/58,4.7
7/26/58,4.5
7/27/58,14
7/28/58,13
7/29/58,5.9
7/30/58,6.2
7/31/58,16
8/1/58,21
8/2/58,17
8/3/58,7.2
8/4/58,6.8
8/5/58,6.1
8/6/58,5.7
8/7/58,79
8/8/58,20
8/9/58,7.7
8/10/58,5.5
8/11/58,5.6
8/12/58,4.9
8/13/58,4.7
8/14/58,4.5
8/15/58,8.5
8/16/58,3.9
8/17/58,3.6
8/18/58,3.6
8/19/58,3.1
8/20/58,2.9
8/21/58,3.6
8/22/58,2.7
8/23/58,2.2
8/24/58,2.2
8/25/58,1.9
8/26/58,2
8/27/58,1.8
8/28/58,2
8/29/58,2
8/30/58,2
8/31/58,1.8
9/1/58,1.1
9/2/58,1.4
9/3/58,1.8
9/4/58,12
9/5/58,5
9/6/58,2.2
9/7/58,1.8
9/8/58,1.8
9/9/58,2.2
9/10/58,2.4
9/11/58,1.6
9/12/58,1.8
9/13/58,1.8
9/14/58,1.9
9/15/58,2
9/16/58,9.2
9/17/58,4.7
9/18/58,1.6
9/19/58,1.8
9/20/58,1.8
9/21/58,4.5
9/22/58,1.8
9/23/58,1.8
9/24/58,1.8
9/25/58,1.9
9/26/58,2.9
9/27/58,1.6
9/28/58,1.5
9/29/58,1.6
9/30/58,6.1
10/1/58,1.6
10/2/58,1.5
10/3/58,1.5
10/4/58,1.8
10/5/58,1.6
10/6/58,1.8
10/7/58,2.7
10/8/58,2
10/9/58,2
10/10/58,1.8
10/11/58,1.5
10/12/58,1.4
10/13/58,1.7
10/14/58,1.5
10/15/58,1.6
10/16/58,1.6
10/17/58,1.6
10/18/58,1.5
10/19/58,1.2
10/20/58,1.4
10/21/58,1.6
10/22/58,2.7
10/23/58,1.5
10/24/58,1.4
10/25/58,1.4
10/26/58,1.3
10/27/58,1.6
10/28/58,1.4
10/29/58,1.4
10/30/58,1.4
10/31/58,1.5
11/1/58,1.7
11/2/58,2.3
11/3/58,1.4
11/4/58,1.4
11/5/58,1.5
11/6/58,1.6
11/7/58,1.4
11/8/58,2.7
11/9/58,1.6
11/10/58,1.4
11/11/58,1.4
11/12/58,1.5
11/13/58,1.4
11/14/58,2.8
11/15/58,19
11/16/58,12
11/17/58,4.4
11/18/58,3.6
11/19/58,2.2
11/20/58,2
11/21/58,2
11/22/58,2
11/23/58,2
11/24/58,2
11/25/58,50
11/26/58,4.8
11/27/58,3.2
11/28/58,3.1
11/29/58,2.7
11/30/58,2.3
12/1/58,2.6
12/2/58,2.2
12/3/58,2.7
12/4/58,2.3
12/5/58,1.9
12/6/58,1.5
12/7/58,1.4
12/8/58,1.9
12/9/58,1.5
12/10/58,1.4
12/11/58,1.6
12/12/58,1.5
12/13/58,1.4
12/14/58,1.4
12/15/58,1.4
12/16/58,1.5
12/17/58,1.5
12/18/58,1.6
12/19/58,1.5
12/20/58,1.3
12/21/58,1
12/22/58,1.2
12/23/58,1.2
12/24/58,1.1
12/25/58,1
12/26/58,1.1
12/27/58,1.1
12/28/58,1
12/29/58,1
12/30/58,1
12/31/58,3.4
1/1/59,7.7
1/2/59,1.4
1/3/59,0.9
1/4/59,0.8
1/5/59,0.7
1/6/59,0.8
1/7/59,1.1
1/8/59,0.9
1/9/59,0.8
1/10/59,0.7
1/11/59,0.7
1/12/59,1.4
1/13/59,1.5
1/14/59,2.2
1/15/59,1.3
1/16/59,1
1/17/59,0.9
1/18/59,0.8
1/19/59,1.4
1/20/59,4.2
1/21/59,16
1/22/59,1.4
1/23/59,1.3
1/24/59,4.7
1/25/59,7.3
1/26/59,1.5
1/27/59,2.9
1/28/59,6.1
1/29/59,17
1/30/59,9.1
1/31/59,1.6
2/1/59,1.2
2/2/59,1.2
2/3/59,2.3
2/4/59,3
2/5/59,1.2
2/6/59,1.4
2/7/59,2.6
2/8/59,3
2/9/59,81
2/10/59,72
2/11/59,7.9
2/12/59,6.8
2/13/59,7
2/14/59,7.3
2/15/59,4.7
2/16/59,4.6
2/17/59,4.5
2/18/59,4
2/19/59,3.7
2/20/59,3.5
2/21/59,5.3
2/22/59,5.6
2/23/59,8.9
2/24/59,4.3
2/25/59,3.9
2/26/59,3.9
2/27/59,4
2/28/59,3.9
3/1/59,3.6
3/2/59,3.9
3/3/59,3.6
3/4/59,3.4
3/5/59,21
3/6/59,7.4
3/7/59,4.7
3/8/59,8.1
3/9/59,6.1
3/10/59,9.8
3/11/59,6.4
3/12/59,6.7
3/13/59,5.7
3/14/59,6.4
3/15/59,17
3/16/59,5.9
3/17/59,4.7
3/18/59,3.9
3/19/59,3.1
3/20/59,2.7
3/21/59,2.3
3/22/59,2
3/23/59,2.3
3/24/59,1.9
3/25/59,1.6
3/26/59,9.6
3/27/59,2.1
3/28/59,1.6
3/29/59,1.4
3/30/59,2.6
3/31/59,2.4
4/1/59,4.3
4/2/59,3.6
4/3/59,5.4
4/4/59,3.1
4/5/59,3.1
4/6/59,3.1
4/7/59,13
4/8/59,6.1
4/9/59,3.9
4/10/59,3.6
4/11/59,3.2
4/12/59,3.2
4/13/59,3.2
4/14/59,3.2
4/15/59,3.1
4/16/59,3.1
4/17/59,4
4/18/59,3.2
4/19/59,21
4/20/59,5.8
4/21/59,3.9
4/22/59,3.8
4/23/59,3.6
4/24/59,3.6
4/25/59,3.2
4/26/59,3.5
4/27/59,8.6
4/28/59,4.1
4/29/59,2.9
4/30/59,2.9
5/1/59,2.9
5/2/59,2.9
5/3/59,2.6
5/4/59,2.8
5/5/59,3.1
5/6/59,3
5/7/59,2.8
5/8/59,2.7
5/9/59,2.7
5/10/59,18
5/11/59,12
5/12/59,7.2
5/13/59,3.1
5/14/59,2.6
5/15/59,2.3
5/16/59,2
5/17/59,1.9
5/18/59,1.8
5/19/59,1.7
5/20/59,75
5/21/59,59
5/22/59,51
5/23/59,16
5/24/59,8.4
5/25/59,7
5/26/59,5.9
5/27/59,5.5
5/28/59,9.7
5/29/59,5.1
5/30/59,3.9
5/31/59,3.6
6/1/59,3.8
6/2/59,3.2
6/3/59,3.4
6/4/59,3.2
6/5/59,3.2
6/6/59,2.9
6/7/59,2.7
6/8/59,2.9
6/9/59,2.7
6/10/59,3
6/11/59,19
6/12/59,3.2
6/13/59,2.7
6/14/59,2.4
6/15/59,2.9
6/16/59,2.7
6/17/59,2.6
6/18/59,2.6
6/19/59,2.6
6/20/59,2.6
6/21/59,2.2
6/22/59,2.6
6/23/59,2.3
6/24/59,2.6
6/25/59,2.6
6/26/59,2.6
6/27/59,2.6
6/28/59,2.2
6/29/59,2.4
6/30/59,2.7
7/1/59,2.4
7/2/59,1.6
7/3/59,1.2
7/4/59,1
7/5/59,1
7/6/59,1.2
7/7/59,1
7/8/59,1.3
7/9/59,1.3
7/10/59,1.3
7/11/59,1.3
7/12/59,1
7/13/59,1
7/14/59,1.1
7/15/59,1.1
7/16/59,1.6
7/17/59,0.8
7/18/59,1.3
7/19/59,0.8
7/20/59,0.9
7/21/59,0.9
7/22/59,0.9
7/23/59,5.5
7/24/59,3.2
7/25/59,0.5
7/26/59,0.5
7/27/59,15
7/28/59,0.7
7/29/59,0.5
7/30/59,0.5
7/31/59,0.5
8/1/59,0.5
8/2/59,0.4
8/3/59,0.5
8/4/59,0.7
8/5/59,0.5
8/6/59,0.9
8/7/59,0.5
8/8/59,0.4
8/9/59,0.4
8/10/59,0.4
8/11/59,0.5
8/12/59,0.4
8/13/59,0.5
8/14/59,0.5
8/15/59,1.3
8/16/59,2.9
8/17/59,4.4
8/18/59,1.2
8/19/59,0.9
8/20/59,1.1
8/21/59,0.9
8/22/59,11
8/23/59,1.4
8/24/59,0.9
8/25/59,0.9
8/26/59,0.8
8/27/59,0.9
8/28/59,1
8/29/59,2.6
8/30/59,0.6
8/31/59,0.7
9/1/59,3.2
9/2/59,0.8
9/3/59,0.8
9/4/59,0.7
9/5/59,0.8
9/6/59,0.5
9/7/59,0.5
9/8/59,0.9
9/9/59,2.1
9/10/59,0.6
9/11/59,0.6
9/12/59,0.6
9/13/59,0.4
9/14/59,0.6
9/15/59,0.6
9/16/59,0.5
9/17/59,0.5
9/18/59,0.5
9/19/59,0.5
9/20/59,0.5
9/21/59,0.7
9/22/59,0.7
9/23/59,1.2
9/24/59,4.7
9/25/59,0.8
9/26/59,24
9/27/59,2
9/28/59,3.8
9/29/59,1.3
9/30/59,0.7
10/1/59,0.6
10/2/59,0.7
10/3/59,0.6
10/4/59,10
10/5/59,1.6
10/6/59,0.9
10/7/59,0.8
10/8/59,0.8
10/9/59,0.7
10/10/59,46
10/11/59,3.6
10/12/59,1.1
10/13/59,0.9
10/14/59,0.8
10/15/59,0.8
10/16/59,0.8
10/17/59,0.6
10/18/59,0.5
10/19/59,0.7
10/20/59,0.6
10/21/59,0.7
10/22/59,0.7
10/23/59,4.6
10/24/59,3.4
10/25/59,1.2
10/26/59,1.3
10/27/59,1.1
10/28/59,1
10/29/59,1
10/30/59,1.1
10/31/59,1.2
11/1/59,1
11/2/59,1
11/3/59,1.1
11/4/59,18
11/5/59,1.5
11/6/59,1.1
11/7/59,1.1
11/8/59,0.9
11/9/59,1.1
11/10/59,1
11/11/59,0.8
11/12/59,1
11/13/59,27
11/14/59,3.4
11/15/59,1.5
11/16/59,1.4
11/17/59,1
11/18/59,1.2
11/19/59,1.4
11/20/59,1.4
11/21/59,1.1
11/22/59,1.1
11/23/59,1.2
11/24/59,1.5
11/25/59,1.3
11/26/59,1.1
11/27/59,1
11/28/59,1
11/29/59,0.9
11/30/59,1.1
12/1/59,1.1
12/2/59,1
12/3/59,1
12/4/59,1
12/5/59,3.3
12/6/59,1.1
12/7/59,1.3
12/8/59,1.1
12/9/59,1.1
12/10/59,1
12/11/59,7.7
12/12/59,2.3
12/13/59,1.3
12/14/59,1.3
12/15/59,1.3
12/16/59,1.4
12/17/59,1.3
12/18/59,1.3
12/19/59,1.3
12/20/59,1.7
12/21/59,1.2
12/22/59,1.2
12/23/59,2.1
12/24/59,1.8
12/25/59,1.2
12/26/59,3.9
12/27/59,20
12/28/59,4.7
12/29/59,4.7
12/30/59,3.4
12/31/59,3.1
1/1/60,2.6
1/2/60,3.3
1/3/60,2.6
1/4/60,2.6
1/5/60,2.2
1/6/60,2.2
1/7/60,2.3
1/8/60,2.3
1/9/60,2.2
1/10/60,2
1/11/60,2
1/12/60,12
1/13/60,3.4
1/14/60,5.3
1/15/60,3.9
1/16/60,2.9
1/17/60,3.5
1/18/60,3.1
1/19/60,2.6
1/20/60,2.4
1/21/60,2.2
1/22/60,2
1/23/60,2
1/24/60,1.9
1/25/60,2.5
1/26/60,5.4
1/27/60,5.5
1/28/60,2.6
1/29/60,2.6
1/30/60,2.4
1/31/60,2.3
2/1/60,2.3
2/2/60,2.3
2/3/60,2
2/4/60,6.4
2/5/60,8.4
2/6/60,5.5
2/7/60,3.6
2/8/60,4.3
2/9/60,11
2/10/60,13
2/11/60,5.5
2/12/60,4.5
2/13/60,4.1
2/14/60,3.6
2/15/60,3.4
2/16/60,3.4
2/17/60,3.2
2/18/60,2.7
2/19/60,2.4
2/20/60,2.4
2/21/60,2.4
2/22/60,2.3
2/23/60,2.7
2/24/60,3
2/25/60,2
2/26/60,1.9
2/27/60,2
2/28/60,2.1
2/29/60,1.8
3/1/60,1.8
3/2/60,1.6
3/3/60,1.8
3/4/60,1.5
3/5/60,1.4
3/6/60,1.5
3/7/60,1.7
3/8/60,1.5
3/9/60,1.2
3/10/60,1.6
3/11/60,1.2
3/12/60,1.5
3/13/60,1.7
3/14/60,1.6
3/15/60,1.7
3/16/60,1.8
3/17/60,1.9
3/18/60,2.3
3/19/60,2.5
3/20/60,2.2
3/21/60,2.3
3/22/60,2.3
3/23/60,2
3/24/60,2
3/25/60,1.9
3/26/60,2.7
3/27/60,5.9
3/28/60,5.9
3/29/60,4.5
3/30/60,5.3
3/31/60,3.4
4/1/60,2.7
4/2/60,2.4
4/3/60,2.2
4/4/60,3.1
4/5/60,2.3
4/6/60,2
4/7/60,1.9
4/8/60,1.6
4/9/60,1.5
4/10/60,1.4
4/11/60,2.6
4/12/60,1.4
4/13/60,1.6
4/14/60,7.7
4/15/60,4.4
4/16/60,16
4/17/60,12
4/18/60,4.3
4/19/60,3.9
4/20/60,8.9
4/21/60,6.6
4/22/60,3.9
4/23/60,3.4
4/24/60,3.2
4/25/60,3.4
4/26/60,3.1
4/27/60,3.1
4/28/60,2.9
4/29/60,12
4/30/60,22
5/1/60,4.7
5/2/60,4.5
5/3/60,3.6
5/4/60,3.6
5/5/60,3.9
5/6/60,15
5/7/60,3.9
5/8/60,3.4
5/9/60,3.9
5/10/60,3.1
5/11/60,3.1
5/12/60,2.9
5/13/60,2.9
5/14/60,2.6
5/15/60,2.4
5/16/60,8.6
5/17/60,2.9
5/18/60,2.7
5/19/60,9.9
5/20/60,3.2
5/21/60,2.9
5/22/60,3.2
5/23/60,2.3
5/24/60,6.5
5/25/60,28
5/26/60,11
5/27/60,5.1
5/28/60,4.5
5/29/60,19
5/30/60,7.5
5/31/60,4.9
6/1/60,4.5
6/2/60,4.5
6/3/60,4.1
6/4/60,3.9
6/5/60,29
6/6/60,4.3
6/7/60,3.6
6/8/60,3.6
6/9/60,3.6
6/10/60,3.6
6/11/60,3.6
6/12/60,3.8
6/13/60,3.8
6/14/60,4.1
6/15/60,3.2
6/16/60,14
6/17/60,4
6/18/60,3.4
6/19/60,2.7
6/20/60,10
6/21/60,11
6/22/60,9.9
6/23/60,73
6/24/60,9.8
6/25/60,6.6
6/26/60,5.3
6/27/60,5.1
6/28/60,5.4
6/29/60,4.9
6/30/60,7.2
7/1/60,6.5
7/2/60,4.1
7/3/60,3.6
7/4/60,3.2
7/5/60,3.2
7/6/60,3.4
7/7/60,3.2
7/8/60,3.4
7/9/60,3.1
7/10/60,13
7/11/60,3.2
7/12/60,3.2
7/13/60,38
7/14/60,4.5
7/15/60,4.3
